1	25	1.235.178.100	Mac OS	Gecko	10시 13분 48초	http://m.shopping.naver.com/search/all_search.nhn?query=%EC%9A%B0%EB%93%9C%ED%95%84%EB%9F%AC&pagingIndex=1&productSet=total&viewType=lst&sort=rel&frm=MOSCPRO&selectedFilterTab=category&sps=N
1	24	175.223.31.193	Android	Chrome/51.0.2704.81	09시 41분 31초	https://m.search.naver.com/search.naver?sm=mtb_sug.top&where=m&oquery=%ED%94%8C%EB%9D%BC%EC%8A%A4%ED%8B%B1+%EA%B5%90%EA%B5%AC%EB%B0%95%EC%8A%A4&query=%ED%94%8C%EB%9D%BC%EC%8A%A4%ED%8B%B1%EA%B3%B5%EA%B5%AC%EB%B0%95%EC%8A%A4&qdt=0&acq=%ED%94%8C%EB%9D%BC%EC%
2	23	223.62.229.216	Android	Chrome/44.0.2403.133	09시 41분 24초	http://m.shopping.naver.com/search/all.nhn?query=Uro%EC%A7%91%EC%A7%84%EA%B8%B0&pagingIndex=1&productSet=total&viewType=lst&sort=rel&frm=NVSHPAG&selectedFilterTab=category&sps=N
2	22	222.233.135.60	Windows 7	Internet Explorer 8.0	09시 32분 48초	http://cr2.shopping.naver.com/adcrNoti.nhn?x=KI1sKwsCOaKR4wxLMXM5Hv%2F%2F%2Fw%3D%3DsIKwQzKfj%2FqBZGGRIpFLgQYedckeN0mYv1epjGabNdZ0a8zGnjojqGH9Rb7v1%2FaS43TxyCYDfdLn0jCiqyM3SGcbjHf%2F2AH%2F6ZSxlzxYW9pdq2mv8A7hPdAkiCESc6kxDfkHSt0a6hAOto%2FeQdhqaV7lo7%2BQQUql
2	21	175.120.206.66	Android	Chrome/34.0.1847.118	09시 28분 28초	http://m.shopping.naver.com/search/all_search.nhn?query=%EC%96%B4%EC%9C%88%20%ED%81%B4%EB%9E%A8%ED%94%84&viewType=lst&sort=price_dsc&frm=NVSHPAG&selectedFilterTab=category&pagingIndex=1
2	20	223.62.3.108	Android	Chrome/44.0.2403.133	09시 08분 41초	http://m.shopping.naver.com/search/all.nhn?query=%ED%94%8C%EB%9D%BC%EC%8A%A4%ED%8B%B1%20%EA%B3%B5%EA%B5%AC%ED%95%A8&pagingIndex=1&productSet=total&viewType=lst&sort=rel&frm=NVSHSRC&selectedFilterTab=category&sps=N
2	19	202.56.163.18	Windows NT	FireFox/28.0	08시 48분 02초	Direct Contact (Typing or Bookmark)
2	18	49.173.18.212	Windows 7	Internet Explorer 9.0	08시 47분 32초	Direct Contact (Typing or Bookmark)
2	17	211.249.40.23	Windows 7	Chrome/45.0.2454.101	08시 44분 15초	https://search.naver.com/search.naver?where=site&sm=tab_jum&ie=utf8&query=%EC%A0%84%EA%B8%B0%ED%86%B1
2	16	217.73.208.153	Search Robot		05시 29분 52초	Direct Contact (Typing or Bookmark)
2	15	211.177.199.207	Windows 7	Gecko	04시 15분 58초	http://cr2.shopping.naver.com/adcrNoti.nhn?x=uL0wFIuA4VzGyJQECV7Pcv%2F%2F%2Fw%3D%3Dsggm35Gum5vH4FC3Mb76V9hi12GCXT666VLfPxBKNAO9evNmEGjAOV3DwWN2BgNBgDkEbE0x4XAgZjCG0DA%2FaIN7YXaN6L9OWouGCVCTPyKYQl%2FuZK5OHG4JtnJjRYP2sE9mDqbUj%2Fg5kIVx9knAhTKMRo%2F2LPrW8vYl
2	14	66.249.79.229	Search Robot	www.google.com	03시 45분 12초	Direct Contact (Typing or Bookmark)
2	13	66.249.79.243	Search Robot	www.google.com	03시 21분 14초	Direct Contact (Typing or Bookmark)
2	12	117.111.27.77	Android	Chrome/50.0.2661.86	03시 18분 10초	http://m.shopping.naver.com/search/all_search.nhn?query=df700&pagingIndex=2&productSet=total&viewType=lst&sort=rel&frm=NVSHPAG&selectedFilterTab=category&sps=N
2	11	50.22.158.109	Windows 7	Gecko	02시 53분 17초	Direct Contact (Typing or Bookmark)
2	10	119.69.240.38	Mac OS	Gecko	02시 51분 24초	http://m.shopping.naver.com/search/all.nhn?query=%EB%94%94%EC%A7%80%ED%84%B8%EC%95%B5%EA%B8%80%EA%B2%8C%EC%9D%B4%EC%A7%80&pagingIndex=1&productSet=total&viewType=bgi&sort=price_asc&frm=NVSHPAG&selectedFilterTab=benefit&sps=N&xq=%ED%95%B4%EC%99%B8
2	9	217.73.208.148	Search Robot		02시 47분 14초	Direct Contact (Typing or Bookmark)
2	8	175.197.148.112	Windows 7	Gecko	02시 28분 33초	Direct Contact (Typing or Bookmark)
2	7	66.249.79.191	Search Robot	www.google.com	01시 47분 48초	Direct Contact (Typing or Bookmark)
2	6	220.80.228.185	Android	Chrome/51.0.2704.81	01시 44분 51초	http://m.shopping.naver.com/search/all.nhn?query=%ED%81%AC%EB%A0%88%EA%B7%B8%20%EC%A7%80%EA%B7%B8&pagingIndex=1&productSet=total&viewType=lst&sort=rel&frm=NVSHSRC&selectedFilterTab=category&sps=N
2	5	66.249.79.222	Search Robot	www.google.com	01시 24분 23초	Direct Contact (Typing or Bookmark)
2	4	122.34.168.14	Android	Chrome/46.0.2490.76	01시 02분 46초	http://m.shopping.naver.com/search/all.nhn?query=%EC%97%90%ED%8F%AD%EC%8B%9C&pagingIndex=2&productSet=total&viewType=lst&sort=rel&frm=NVSHPAG&selectedFilterTab=category&sps=N
2	3	66.249.71.241	Search Robot	www.google.com	00시 49분 29초	Direct Contact (Typing or Bookmark)
2	2	66.249.71.253	Search Robot	www.google.com	00시 37분 03초	http://www.francosmith.com/shop/goods/goods_view.php?goodsno=263&category=
2	1	66.249.71.247	Search Robot	www.google.com	00시 35분 51초	http://www.francosmith.com/shop/goods/goods_view.php?&goodsno=264
